crawl_time,docket_type,docket_page_link,Protestor,Solicitation Number,Agency,File number,Status,Filed Date,Due Date,Case Type,GAO Attorney,Outcome,Decision Date,Decision link,Decision Highlight
2021-10-07 11:33:07,closed,https://www.gao.gov/docket/b-419088.2,Navarre Corporation,36C24620Q0421,Department of Veterans Affairs,B-419088.2,,"Dec 10, 2020","Mar 22, 2021",Bid Protest,Emily R. O'Hara,Denied,"Mar 4, 2021",https://www.gao.gov/products/b-419088.2,"Navarre Corporation, a service-disabled veteran-owned small business (SDVOSB) of Navarre, Florida, protests the award of a contract to KTS Solutions, Inc., of Portsmouth, Virginia, under request for quotations (RFQ) No. 36C24620Q0421, issued by the Department of Veterans Affairs (VA) for wheelchair van transportation services. Navarre contends the agency's evaluation of KTS's past performance and the resulting award decision were improper.


        We deny the protest."
2021-10-07 11:33:10,closed,https://www.gao.gov/docket/b-419445.1,Omni2Max,N32205-18-R-4041,Department of the Navy : Military Sealift Command,B-419445.1,,"Nov 30, 2020","Mar 10, 2021",Bid Protest,Michael Willems,Denied,"Mar 4, 2021",https://www.gao.gov/products/b-419445,"Omni2Max, a small business of La Mesa, California, protests its exclusion from competition under solicitation No. N32205-18-R-4041 issued by the Department of the Navy, Military Sealift Command, for the charter of a vessel to support a towed array sensor system. The protester alleges that the agency unreasonably excluded its proposal from the competition for failing to demonstrate that Omni2Max possessed the requisite legal interest in the vessel it proposed, per the terms of the solicitation.


        We deny the protest."
2021-10-07 11:33:15,closed,https://www.gao.gov/docket/b-419460.1,"Creoal Consulting, LLC",70RDAD19Q00000101,Department of Homeland Security,B-419460.1,,"Dec 7, 2020","Mar 17, 2021",Bid Protest,Michael P. Grogan,Denied,"Mar 4, 2021","https://www.gao.gov/products/b-419460,b-419460.2","Creoal Consulting, LLC, a small business of Bethesda, Maryland, protests the failure of the Department of Homeland Security (DHS) to establish a blanket purchase agreement (BPA) with the firm under request for quotations (RFQ) No. 70RDAD19Q00000101, for enterprise financial systems integrator support services. The protester contends, among other things, that the agency's evaluation of quotations was unreasonable, uneven, and inconsistent with the terms of the solicitation, and that DHS's best-value tradeoff was flawed.


        We deny the protest."
2021-10-07 11:33:18,closed,https://www.gao.gov/docket/b-419570.1,Rotair Aerospace Corporation,SPE4A7-21-T-2716,Department of Defense : Defense Logistics Agency,B-419570.1,,"Feb 4, 2021","May 17, 2021",Bid Protest,April Y. Shields,Dismissed,"Mar 4, 2021",https://www.gao.gov/products/b-419570,"Rotair Aerospace Corporation of Bridgeport, Connecticut, protests the terms of request for quotations (RFQ) No. SPE4A7-21-T-2716, issued by the Defense Logistics Agency for coupling assemblies. The protester contends that it should have been listed in the solicitation as an approved source of supply.


        We dismiss the protest as untimely."
2021-10-07 11:33:22,closed,https://www.gao.gov/docket/b-419460.2,"Creoal Consulting, LLC",70RDAD19Q00000101,Department of Homeland Security,B-419460.2,,"Jan 19, 2021","Apr 29, 2021",Bid Protest,Michael P. Grogan,Denied,"Mar 4, 2021","https://www.gao.gov/products/b-419460,b-419460.2","Creoal Consulting, LLC, a small business of Bethesda, Maryland, protests the failure of the Department of Homeland Security (DHS) to establish a blanket purchase agreement (BPA) with the firm under request for quotations (RFQ) No. 70RDAD19Q00000101, for enterprise financial systems integrator support services. The protester contends, among other things, that the agency's evaluation of quotations was unreasonable, uneven, and inconsistent with the terms of the solicitation, and that DHS's best-value tradeoff was flawed.


        We deny the protest."
2021-10-07 11:33:23,closed,https://www.gao.gov/docket/b-419513.1,Murray-Benjamin Electric Company,SPE7M2-21-T-0097,Department of Defense : Defense Logistics Agency,B-419513.1,,"Jan 8, 2021","Apr 19, 2021",Bid Protest,Hannah G. Barnes,Dismissed,"Mar 3, 2021",,
2021-10-07 11:33:25,closed,https://www.gao.gov/docket/b-419587.1,"NCS Technologies, Inc.",RFQ-171706,Department of Health and Human Services : Food and Drug Administration,B-419587.1,,"Feb 12, 2021","May 24, 2021",Bid Protest,Hannah G. Barnes,Withdrawn,"Mar 3, 2021",,
2021-10-07 11:33:26,closed,https://www.gao.gov/docket/b-419631.1,"W&K Container, Inc.",SPE8ED-21-Q-0390,Department of Defense : Defense Logistics Agency,B-419631.1,,"Feb 26, 2021","Jun 7, 2021",Bid Protest,Christopher Alwood,Withdrawn,"Mar 3, 2021",,
2021-10-07 11:33:28,closed,https://www.gao.gov/docket/b-419456.1,"D&S Welding & Equipment, Inc.",W90FYQ-09-D-0006,Department of the Army,B-419456.1,,"Dec 3, 2020","Mar 15, 2021",Bid Protest,Christopher An,Dismissed,"Mar 3, 2021",,
2021-10-07 11:33:30,closed,https://www.gao.gov/docket/b-419547.2,"Kearney & Company, PC",ID04200101,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-419547.2,,"Feb 8, 2021","May 19, 2021",Bid Protest,Jonathan L. Kang,Dismissed,"Mar 3, 2021",,
2021-10-07 11:33:31,closed,https://www.gao.gov/docket/b-418921.3,"Tri Management Solutions I, LLC",W91QF520R0002,Department of the Army,B-418921.3,,"Feb 12, 2021","May 24, 2021",Bid Protest,Jacob Talcott,Withdrawn,"Mar 3, 2021",,
2021-10-07 11:33:33,closed,https://www.gao.gov/docket/b-419619.1,"WithHealth, Inc.",N68520-21-B-0001,Department of the Navy : Naval Air Systems Command,B-419619.1,,"Feb 25, 2021","Jun 7, 2021",Bid Protest,Paul N. Wengert,Withdrawn,"Mar 3, 2021",,
2021-10-07 11:33:35,closed,https://www.gao.gov/docket/b-419574.1,Vantex Service Corporation,W911SG21Q0019,Department of the Army,B-419574.1,,"Feb 8, 2021","May 19, 2021",Bid Protest,Louis A. Chiarella,Withdrawn,"Mar 3, 2021",,
2021-10-07 11:33:36,closed,https://www.gao.gov/docket/b-418921.4,"Tri Management Solutions I, LLC",W91QF520R0002,Department of the Army,B-418921.4,,"Feb 18, 2021","Jun 1, 2021",Bid Protest,Jacob Talcott,Withdrawn,"Mar 3, 2021",,
2021-10-07 11:33:38,closed,https://www.gao.gov/docket/b-419547.1,"Kearney & Company, PC",ID04200101,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-419547.1,,"Jan 27, 2021","May 7, 2021",Bid Protest,Jonathan L. Kang,Dismissed,"Mar 3, 2021",,
2021-10-07 11:33:41,closed,https://www.gao.gov/docket/b-418233.6,"Gemini Tech Services, Inc.",W9124D19R0031,Department of the Army,B-418233.6,,"Jan 19, 2021","Apr 29, 2021",Bid Protest,Christine Milne,Denied,"Mar 2, 2021","https://www.gao.gov/products/b-418233.5,b-418233.6","Gemini Tech Services, Inc., a small business of Willow Park, Texas, protests the award of a contract to Case Healthcare Solutions, Inc. (CHS), a small business of Reston, Virginia, under request for proposals (RFP) No. W9124D19R0031, issued by the Department of the Army for administrative recruiter support services at 268 United States Army Recruiting Command (USAREC) locations. The protester argues that the awardee's proposal failed to comply with the terms of the solicitation and that the agency unreasonably evaluated the awardee's proposal.

        The protest is denied."
2021-10-07 11:33:44,closed,https://www.gao.gov/docket/b-419556.1,AFCO Global Solutions,RFQ1469419,Department of Health and Human Services : National Institutes of Health,B-419556.1,,"Feb 1, 2021","May 12, 2021",Bid Protest,Christine Milne,Dismissed,"Mar 2, 2021",,
2021-10-07 11:33:45,closed,https://www.gao.gov/docket/b-419559.1,"Oak Grove Technologies, LLC",N00189-21-D-0005,Department of the Navy : Naval Supply Systems Command,B-419559.1,,"Feb 1, 2021","May 12, 2021",Bid Protest,Mary G. Curcio,Dismissed,"Mar 2, 2021",,
2021-10-07 11:33:48,closed,https://www.gao.gov/docket/b-418233.5,"Gemini Tech Services, Inc.",W9124D19R0031,Department of the Army,B-418233.5,,"Dec 7, 2020","Mar 17, 2021",Bid Protest,Christine Milne,Denied,"Mar 2, 2021","https://www.gao.gov/products/b-418233.5,b-418233.6","Gemini Tech Services, Inc., a small business of Willow Park, Texas, protests the award of a contract to Case Healthcare Solutions, Inc. (CHS), a small business of Reston, Virginia, under request for proposals (RFP) No. W9124D19R0031, issued by the Department of the Army for administrative recruiter support services at 268 United States Army Recruiting Command (USAREC) locations. The protester argues that the awardee's proposal failed to comply with the terms of the solicitation and that the agency unreasonably evaluated the awardee's proposal.

        The protest is denied."
2021-10-07 11:33:53,closed,https://www.gao.gov/docket/b-419572.1,Livanta LLC,210520,Department of Health and Human Services : Centers for Medicare and Medicaid Services,B-419572.1,,"Feb 5, 2021","May 17, 2021",Bid Protest,Michael Willems,Dismissed,"Mar 1, 2021",,
2021-10-07 11:33:54,closed,https://www.gao.gov/docket/b-419620.1,"Superior Optical Labs, Inc.",36C25721Q0477,Department of Veterans Affairs,B-419620.1,,"Feb 25, 2021","Jun 7, 2021",Bid Protest,Scott H. Riback,Dismissed,"Mar 1, 2021",,
2021-10-07 11:33:58,closed,https://www.gao.gov/docket/b-419481.1,"ARCIS-UNISECURE-RANGERS, JV",19AQMM20R0247,Department of State,B-419481.1,,"Dec 21, 2020","Mar 31, 2021",Bid Protest,Todd C. Culliton,Denied,"Mar 1, 2021",https://www.gao.gov/products/b-419481,"ARCIS International-UNISECUR S.R.L.-RANGERS S.R.L. JV, of San Cesareo, Italy, protests its exclusion from the competitive range under request for proposals (RFP) No. 9AQMM20R0247, issued by the Department of State (DOS) for local guard services at the United States Mission Italy. ARCIS argues that DOS unreasonably evaluated its proposal, and improperly excluded it from the competitive range.


        We deny the protest."
2021-10-07 11:34:00,closed,https://www.gao.gov/docket/b-419572.2,Livanta LLC,210520,Department of Health and Human Services : Centers for Medicare and Medicaid Services,B-419572.2,,"Feb 12, 2021","May 24, 2021",Bid Protest,Michael Willems,Dismissed,"Mar 1, 2021",,
2021-10-07 11:34:01,closed,https://www.gao.gov/docket/b-418837.5,"AI Signal Research, Inc.",N00178-19-R-3503,Department of the Navy : Naval Sea Systems Command,B-418837.5,,"Dec 28, 2020","Apr 7, 2021",Bid Protest,Kenneth Kilgour,Withdrawn,"Mar 1, 2021",,
2021-10-07 11:34:03,closed,https://www.gao.gov/docket/b-419561.2,"Beshenich Muir & Associates, LLC",BMDED,Department of the Army,B-419561.2,,"Feb 4, 2021","May 17, 2021",Bid Protest,Paul N. Wengert,Withdrawn,"Feb 26, 2021",,
2021-10-07 11:34:07,closed,https://www.gao.gov/docket/b-418769.2,UltiSat Inc.,1411131,Department of Defense : Defense Information Systems Agency,B-418769.2,,"Dec 4, 2020","Mar 15, 2021",Bid Protest,April Y. Shields,Denied,"Feb 26, 2021","https://www.gao.gov/products/b-418769.2,b-418769.3","UltiSat, Inc., of Gaithersburg, Maryland, protests the issuance of a task order to SES Government Solutions, Inc. (SES-GS), of Reston, Virginia, under request for quotations (RFQ) No. 1411131, issued by the Department of Defense, Defense Information Systems Agency, for satellite bandwidth and related services to support the United States Air Force Central Command (USAFCENT). The protester challenges various aspects of the technical evaluation and best-value tradeoff decision.

        We deny the protest."
2021-10-07 11:34:09,closed,https://www.gao.gov/docket/b-419561.1,"Beshenich Muir & Associates, LLC",BMDED,Department of the Army,B-419561.1,,"Feb 1, 2021","May 12, 2021",Bid Protest,Paul N. Wengert,Withdrawn,"Feb 26, 2021",,
2021-10-07 11:34:12,closed,https://www.gao.gov/docket/b-418769.3,UltiSat Inc.,1411131,Department of Defense : Defense Information Systems Agency,B-418769.3,,"Jan 14, 2021","Apr 26, 2021",Bid Protest,April Y. Shields,Denied,"Feb 26, 2021","https://www.gao.gov/products/b-418769.2,b-418769.3","UltiSat, Inc., of Gaithersburg, Maryland, protests the issuance of a task order to SES Government Solutions, Inc. (SES-GS), of Reston, Virginia, under request for quotations (RFQ) No. 1411131, issued by the Department of Defense, Defense Information Systems Agency, for satellite bandwidth and related services to support the United States Air Force Central Command (USAFCENT). The protester challenges various aspects of the technical evaluation and best-value tradeoff decision.

        We deny the protest."
2021-10-07 11:34:13,closed,https://www.gao.gov/docket/b-419578.1,"Columbia Ancillary Services, Inc.",36C24521Q0119,Department of Veterans Affairs,B-419578.1,,"Feb 9, 2021","May 20, 2021",Bid Protest,Michael P. Grogan,Dismissed,"Feb 26, 2021",,
2021-10-07 11:34:18,closed,https://www.gao.gov/docket/b-419371.3,"CACI, Inc.-Federal",N00164-19-R-3503,Department of the Navy : Naval Surface Warfare Center,B-419371.3,,"Nov 19, 2020","Mar 1, 2021",Bid Protest,Lois Hanshaw,Denied,"Feb 26, 2021",https://www.gao.gov/products/b-419371.3,"CACI, Inc.-Federal (CACI), of Chantilly, Virginia, protests the issuance of a task order to Booz Allen Hamilton (Booz Allen), of McLean, Virginia, issued by the Department of the Navy under Request for Proposals (RFP) No. N00164-19-R-3503 for acquisition and integrated logistics support services for the Navy's Program Executive Office for Integrated Warfare Systems. CACI challenges discrete portions of the agency's technical and cost evaluation.

        We deny the protest."
2021-10-07 11:34:20,closed,https://www.gao.gov/docket/b-419533.1,Murray-Benjamin Electric Company,SPE7M8-21-D-60GC,Department of Defense : Defense Logistics Agency,B-419533.1,,"Jan 19, 2021","Apr 29, 2021",Bid Protest,Raymond Richards,Dismissed,"Feb 26, 2021",,
2021-10-07 11:34:21,closed,https://www.gao.gov/docket/b-419162.2,Shore Herman JV,N6247319R2436,Department of the Navy : Naval Facilities Engineering Command,B-419162.2,,"Dec 9, 2020","Mar 19, 2021",Bid Protest: Entitlement,Kasia Dourney,Dismissed,"Feb 26, 2021",,
2021-10-07 11:34:24,closed,https://www.gao.gov/docket/b-419503.1,"Spartan Medical, Inc.",FA811921SC001,Department of the Air Force,B-419503.1,,"Jan 4, 2021","Apr 14, 2021",Bid Protest,Glenn G. Wolcott,Dismissed,"Feb 26, 2021",https://www.gao.gov/products/b-419503,"Spartan Medical, Inc., of Rockville, Maryland, protests the Department of the Air Force's ""improper use"" of the agency's prototype other transaction agreement (OTA) authority for the procurement of COVID-19 testing supplies through the issuance of solicitation No. FA811921SC001, Area of Interest 0001. Spartan also protests the agency's ""flawed evaluation"" of Spartan's response to that solicitation. Protest at 1-2.


        We dismiss the protest."
2021-10-07 11:34:25,closed,https://www.gao.gov/docket/b-419545.1,"RedLock Solutions, LLC",W15QKN21R5001,Department of the Army : U.S. Army Materiel Command,B-419545.1,,"Jan 25, 2021","May 5, 2021",Bid Protest,Evan D. Wesser,Dismissed,"Feb 26, 2021",,
2021-10-07 11:34:28,closed,https://www.gao.gov/docket/b-419212.2,"Optimize Consulting, Inc.",SP4703-20-R-0002,Department of Defense : Defense Logistics Agency,B-419212.2,,"Dec 8, 2020","Mar 18, 2021",Bid Protest: Entitlement,Young H. Cho,Dismissed,"Feb 25, 2021",https://www.gao.gov/products/b-419212.2,"Optimize Consulting, Inc., of Palatka, Florida, requests that our Office recommend that the Defense Logistics Agency (DLA) reimburse the firm the reasonable costs of filing and pursuing its protest challenging the award of a contract to VC Solutions JV, LLC, of Lutz, Florida, under request for proposals (RFP) No. SP4703-20-R-0002, issued by the DLA, for continuous process improvement (CPI) deployment; growth and sustainment; and coaching and execution of CPI project support services. Optimize argues that reimbursement is warranted because the agency's actions in the face of a clearly meritorious protest ground were unreasonable and caused the firm to expend substantial investment of time and resources pursuing its protest.


        We dismiss the request."
