docket_page_link,Protestor,Solicitation Number,Agency,File number,Outcome,Decision Date,Filed Date,Due Date,Case Type,GAO Attorney,Decision Summary,Decision Highlight
https://www.gao.gov/docket/b-419336.4,"Deloitte Consulting, LLP",70T04020Q9CAP8003,Department of Homeland Security : Transportation Security Administration,B-419336.4,Denied,"Jan 21, 2021","Oct 22, 2020","Feb 1, 2021",Bid Protest,April Y. Shields,"B-419336.2,B-419336.4,B-419336.6","https://www.gao.gov/products/b-419336.2,b-419336.4,b-419336.6
Highlights


Deloitte Consulting LLP of Arlington, Virginia, protests the establishment of a blanket purchase agreement (BPA) with Grant Thornton Public Sector LLC of Arlington, Virginia, by the Department of Homeland Security, Transportation Security Administration (TSA), under request for quotations (RFQ) No. 70T04020Q9CAP8003 for program analysis and strategic support services. Deloitte protests various aspects of the agency's evaluation and source selection decision.


        We deny the protest."
https://www.gao.gov/docket/b-419109.4,"Dynamic Systems Technology, Inc.",W15QKN-20-R-0055,Department of the Army : U.S. Army Materiel Command,B-419109.4,Denied,"Jan 21, 2021","Nov 30, 2020","Mar 10, 2021",Bid Protest,Jacob Talcott,"B-419109.3,B-419109.4","https://www.gao.gov/products/b-419109.3,b-419109.4
Highlights


Dynamic Systems Technology, Inc. (DysTech), a small business of Fairfax, Virginia, protests the decision of the agency to take corrective action under request for proposals (RFP) W15QKN-20-R-0055, issued by the Department of the Army, for recovery care coordinator support services for the Department of the Air Force. The protester contends that the agency's decision to take corrective action was unreasonable. The protester also contends that the agency's limitation on revisions following its amendment to the solicitation was unreasonable.


        We deny the protest."
https://www.gao.gov/docket/b-419109.3,"Dynamic Systems Technology, Inc.",W15QKN-20-R-0055,Department of the Army : U.S. Army Materiel Command,B-419109.3,Denied,"Jan 21, 2021","Oct 15, 2020","Jan 25, 2021",Bid Protest,Jacob Talcott,"B-419109.3,B-419109.4","https://www.gao.gov/products/b-419109.3,b-419109.4
Highlights


Dynamic Systems Technology, Inc. (DysTech), a small business of Fairfax, Virginia, protests the decision of the agency to take corrective action under request for proposals (RFP) W15QKN-20-R-0055, issued by the Department of the Army, for recovery care coordinator support services for the Department of the Air Force. The protester contends that the agency's decision to take corrective action was unreasonable. The protester also contends that the agency's limitation on revisions following its amendment to the solicitation was unreasonable.


        We deny the protest."
https://www.gao.gov/docket/b-419338.2,"King George, LLC",1429714,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-419338.2,Dismissed,"Jan 21, 2021","Oct 16, 2020","Jan 25, 2021",Bid Protest,Michael P. Grogan,,
https://www.gao.gov/docket/b-419336.5,Guidehouse LLP,70T04020Q9CAP8003,Department of Homeland Security : Transportation Security Administration,B-419336.5,Denied,"Jan 21, 2021","Nov 30, 2020","Mar 10, 2021",Bid Protest,April Y. Shields,"B-419336,B-419336.3,B-419336.5","https://www.gao.gov/products/b-419336,b-419336.3,b-419336.5
Highlights


Guidehouse LLP of McLean, Virginia, protests the establishment of a blanket purchase agreement (BPA) with Grant Thornton Public Sector LLC of Arlington, Virginia, by the Department of Homeland Security, Transportation Security Administration (TSA), under request for quotations (RFQ) No. 70T04020RQCAP8003 for program analysis and strategic support services. Guidehouse protests various aspects of the agency's evaluation and source selection decision.


        We deny the protest."
https://www.gao.gov/docket/b-419479.1,"PNS Holdings, LLC",36C24821Q0116,Department of Veterans Affairs,B-419479.1,Dismissed,"Jan 21, 2021","Dec 18, 2020","Mar 29, 2021",Bid Protest,Emily R. O'Hara,,
https://www.gao.gov/docket/b-419336.2,"Deloitte Consulting, LLP",70T04020Q9CAP8003,Department of Homeland Security : Transportation Security Administration,B-419336.2,Denied,"Jan 21, 2021","Oct 15, 2020","Jan 25, 2021",Bid Protest,April Y. Shields,"B-419336.2,B-419336.4,B-419336.6","https://www.gao.gov/products/b-419336.2,b-419336.4,b-419336.6
Highlights


Deloitte Consulting LLP of Arlington, Virginia, protests the establishment of a blanket purchase agreement (BPA) with Grant Thornton Public Sector LLC of Arlington, Virginia, by the Department of Homeland Security, Transportation Security Administration (TSA), under request for quotations (RFQ) No. 70T04020Q9CAP8003 for program analysis and strategic support services. Deloitte protests various aspects of the agency's evaluation and source selection decision.


        We deny the protest."
https://www.gao.gov/docket/b-418606.3,"Valor Healthcare, Inc.",36C26219R0026,Department of Veterans Affairs,B-418606.3,Denied,"Jan 21, 2021","Nov 25, 2020","Mar 5, 2021",Bid Protest,Charmaine Stevenson,"B-418606.2,B-418606.3","https://www.gao.gov/products/b-418606.2,b-418606.3
Highlights


Valor Healthcare, Inc., of Addison, Texas, protests the award of a contract to STG International, Inc. (STGi), of Arlington, Virginia, under solicitation No. 36C26219R0026, issued by the Department of Veterans Affairs (VA) for five community-based outpatient clinics (CBOCs) in the VA's Loma Linda Healthcare System (VALLHS). The protester contends that the agency's evaluation of its price as unreasonable was based on a flawed independent government cost estimate (IGCE) and resulted in an unreasonable evaluation and selection decision. The protester further contends that STGi's proposal contained errors and omissions that render the proposal ineligible for award such that the agency should have rejected the proposal or required STGi to correct it.

        We deny the protest."
https://www.gao.gov/docket/b-419335.2,"MMI Capital, LLC",4MS0138,Independent Agencies and Govt Corporations : Public Buildings Service,B-419335.2,Denied,"Jan 21, 2021","Nov 30, 2020","Mar 10, 2021",Bid Protest,Hannah G. Barnes,"This protest is covered by a protective order, which means that some
            information in the decision may require redaction before public release.
            A final redacted version of the decision will be posted when this process
            is complete. Learn more about our protective order and redaction process here.",
https://www.gao.gov/docket/b-419346.1,"CRAssociates, Inc.",36C26220R0128,Department of Veterans Affairs,B-419346.1,Denied,"Jan 21, 2021","Oct 16, 2020","Jan 25, 2021",Bid Protest,Jacob Talcott,B-419346,"https://www.gao.gov/products/b-419346
Highlights


CRAssociates, Inc. of Newington, Virginia, protests the terms of request for proposals (RFP) No. 36C26220R0128, issued by the Department of Veterans Affairs (VA), to provide medical services at a community-based outpatient clinic (CBOC) in Escondido, California. The protester challenges the agency's decision to set aside the procurement for service-disabled veteran-owned small businesses (SDVOSBs).


        We deny the protest."
https://www.gao.gov/docket/b-419468.2,"Strategic Operational Solutions, Inc.",1333BJ21Q00280003,Department of Commerce : Patent and Trademark Office,B-419468.2,Dismissed,"Jan 21, 2021","Dec 14, 2020","Mar 24, 2021",Bid Protest,Evan D. Wesser,,
https://www.gao.gov/docket/b-419201.4,"Radus Software, LLC-Radus CTA",47HAA020Q0019,Independent Agencies and Govt Corporations : General Services Administration,B-419201.4,Denied,"Jan 19, 2021","Oct 13, 2020","Jan 21, 2021",Bid Protest,Raymond Richards,"B-419201.3,B-419201.4,B-419201.5,B-419201.6,B-419201.7","https://www.gao.gov/products/b-419201.3,b-419201.4,b-419201.5,b-419201.6,b-419201.7
Highlights


FreeAlliance.com, LLC (FreeAlliance), a small business of McLean, Virginia; Radus Software, LLC/Radus CTA, as a member of Radus Contractor Teaming Arrangement (Radus), a small business of Great Falls, Virginia; and Mobomo, LLC, a small business of Vienna, Virginia; protest the establishment of multiple-award blanket purchase agreements (BPAs) with nine vendors by the General Services Administration (GSA) under request for quotations (RFQ) No. 47HAA020Q0019, for a variety of information technology (IT) services. FreeAlliance, Radus, and Mobomo challenge the agency's technical evaluation; FreeAlliance and Radus argue that the agency's evaluation of price quotations was flawed; and FreeAlliance challenges the award decision.

        We sustain the FreeAlliance's and Mobomo's protests, and deny Radus's protest."
https://www.gao.gov/docket/b-419315.3,Barquin Solutions,HQ0034-20-R-0264,Department of Defense : Washington Headquarters Services,B-419315.3,Denied,"Jan 19, 2021","Nov 23, 2020","Mar 3, 2021",Bid Protest,Michael Willems,"B-419315.2,B-419315.3","https://www.gao.gov/products/b-419315.2,b-419315.3
Highlights


Barquin Solutions, a small business of Washington, D.C., challenges the award of a contract to Akamai Technologies, Inc., of Cambridge, Massachusetts, under request for quotations (RFQ) HQ0034-20-R-0264 issued by the Department of Defense, Washington Headquarters Services, for domain name system (DNS) resolver services. The protester alleges that the agency erred in its evaluation of quotations, and also should have referred the company to the Small Business Administration (SBA) for a certificate of competency (COC) review rather than excluding it from the competition.


        We deny the protest."
https://www.gao.gov/docket/b-419326.2,Torrent Technologies Inc.,70FA6020R00000003,Department of Homeland Security : Federal Emergency Management Agency,B-419326.2,Denied,"Jan 19, 2021","Nov 23, 2020","Mar 3, 2021",Bid Protest,April Y. Shields,"B-419326,B-419326.2","https://www.gao.gov/products/b-419326,b-419326.2
Highlights


Torrent Technologies, Inc., of Overland Park, Kansas, protests the award of a contract to National Flood Services, LLC (NFS), of Kalispell, Montana, under request for proposals (RFP) No. 70FA6020R00000003, issued by the Department of Homeland Security, Federal Emergency Management Agency (FEMA), for flood insurance policy administration. The protester primarily challenges the agency's price evaluation, as well as the conduct of discussions, the evaluation of the awardee's proposal under the non-price factors, and the best-value tradeoff decision.


        We deny the protest."
https://www.gao.gov/docket/b-419315.2,Barquin Solutions,HQ0034-20-R-0264,Department of Defense : Washington Headquarters Services,B-419315.2,Denied,"Jan 19, 2021","Oct 13, 2020","Jan 21, 2021",Bid Protest,Michael Willems,"B-419315.2,B-419315.3","https://www.gao.gov/products/b-419315.2,b-419315.3
Highlights


Barquin Solutions, a small business of Washington, D.C., challenges the award of a contract to Akamai Technologies, Inc., of Cambridge, Massachusetts, under request for quotations (RFQ) HQ0034-20-R-0264 issued by the Department of Defense, Washington Headquarters Services, for domain name system (DNS) resolver services. The protester alleges that the agency erred in its evaluation of quotations, and also should have referred the company to the Small Business Administration (SBA) for a certificate of competency (COC) review rather than excluding it from the competition.


        We deny the protest."
https://www.gao.gov/docket/b-419473.1,Northrop Grumman Systems Corporation,RFQ 1420636,Department of the Treasury : Internal Revenue Service,B-419473.1,Dismissed,"Jan 19, 2021","Dec 17, 2020","Mar 29, 2021",Bid Protest,John Sorrenti,,
https://www.gao.gov/docket/b-419473.2,Systems Engineering Solutions Corporation,RFQ 1420636,Department of the Treasury : Internal Revenue Service,B-419473.2,Dismissed,"Jan 19, 2021","Dec 17, 2020","Mar 29, 2021",Bid Protest,John Sorrenti,,
https://www.gao.gov/docket/b-418670.2,"Candor Solutions, LLC",70B04C19Q00000027,Department of Homeland Security : United States Customs and Border Protection,B-418670.2,Denied,"Jan 19, 2021","Oct 13, 2020","Jan 21, 2021",Bid Protest,John Sorrenti,"B-418670.2,B-418670.3,B-418670.4","https://www.gao.gov/products/b-418670.2,b-418670.3,b-418670.4
Highlights


Candor Solutions, LLC (Candor), of McLean, Virginia, protests the issuance of a task order to Patriot, LLC, of Columbia, Maryland, under request for proposals (RFP) No. 70B04C19Q00000027, issued by the Department of Homeland Security, Customs and Border Protection (CBP), for technology service-desk operations. Candor alleges that the agency used a facially unreasonable adjectival rating scheme in its evaluation; unreasonably deviated from this scheme in evaluating Candor's proposal; unreasonably evaluated Candor's proposal under the non-price factors; and did not evaluate Patriot's proposal according to the RFP terms under the price factor.


        We deny the protest."
https://www.gao.gov/docket/b-419485.1,"ICF Incorporated, LLC",W911QY-20-R-0020,Department of the Army : U.S. Army Materiel Command,B-419485.1,Dismissed,"Jan 19, 2021","Dec 22, 2020","Apr 1, 2021",Bid Protest,Todd C. Culliton,,
https://www.gao.gov/docket/b-419201.6,"FreeAlliance.com, Inc.",47HAA020Q0019,Independent Agencies and Govt Corporations : General Services Administration,B-419201.6,Sustained,"Jan 19, 2021","Nov 19, 2020","Mar 1, 2021",Bid Protest,Raymond Richards,"B-419201.3,B-419201.4,B-419201.5,B-419201.6,B-419201.7","https://www.gao.gov/products/b-419201.3,b-419201.4,b-419201.5,b-419201.6,b-419201.7
Highlights


FreeAlliance.com, LLC (FreeAlliance), a small business of McLean, Virginia; Radus Software, LLC/Radus CTA, as a member of Radus Contractor Teaming Arrangement (Radus), a small business of Great Falls, Virginia; and Mobomo, LLC, a small business of Vienna, Virginia; protest the establishment of multiple-award blanket purchase agreements (BPAs) with nine vendors by the General Services Administration (GSA) under request for quotations (RFQ) No. 47HAA020Q0019, for a variety of information technology (IT) services. FreeAlliance, Radus, and Mobomo challenge the agency's technical evaluation; FreeAlliance and Radus argue that the agency's evaluation of price quotations was flawed; and FreeAlliance challenges the award decision.

        We sustain the FreeAlliance's and Mobomo's protests, and deny Radus's protest."
https://www.gao.gov/docket/b-419323.2,"TeleCommunication Systems, Inc.",W15P7T-20-F-9108,Department of the Army : U.S. Army Materiel Command,B-419323.2,Denied,"Jan 19, 2021","Oct 13, 2020","Jan 21, 2021",Bid Protest,Todd C. Culliton,B-419323.2,"https://www.gao.gov/products/b-419323.2
Highlights


TeleCommunication Systems, Inc. (Comtech), of Annapolis, Maryland, protests the award of a task order contract to Envistacom, LLC, of Atlanta, Georgia, under request for task execution plan (RTEP) No. W15P7T-20-F-9108, issued by the Department of the Army for global field support representative support services. Comtech asserts that the Army unreasonably evaluated its quotation.


        We deny the protest."
