docket_page_link,Protestor,Solicitation Number,Agency,File number,Outcome,Decision Date,Filed Date,Due Date,Case Type,GAO Attorney,Decision Summary
https://www.gao.gov/docket/b-419641.1,"Dorrean, LLC",15JPSS20Q00000049,Department of Justice : Justice Management Division,B-419641.1,Dismissed,"Mar 19, 2021","Mar 4, 2021","Jun 14, 2021",Bid Protest,Sarah T. Zaffina,
https://www.gao.gov/docket/b-419464.2,TekSynap Corporation,HM0476-20-R-0001,Department of Defense : National Geospatial-Intelligence Agency,B-419464.2,Sustained,"Mar 19, 2021","Jan 19, 2021","Apr 29, 2021",Bid Protest,Sarah T. Zaffina,"B-419464,B-419464.2"
https://www.gao.gov/docket/b-419613.1,"Lexicon Consulting, Inc.",W9124C21R0007,Department of the Army,B-419613.1,Dismissed,"Mar 18, 2021","Feb 22, 2021","Jun 2, 2021",Bid Protest,Scott H. Riback,
https://www.gao.gov/docket/b-419515.1,"Jade Excavation, Inc.",69056720B000022,Department of Transportation : Federal Highway Administration,B-419515.1,Denied,"Mar 18, 2021","Jan 11, 2021","Apr 21, 2021",Bid Protest,Christopher An,B-419515
https://www.gao.gov/docket/b-419280.4,"Zolon Tech, Inc.",030ADV20R0100,Legislative Agencies : Library of Congress,B-419280.4,Denied,"Mar 18, 2021","Dec 14, 2020","Mar 24, 2021",Bid Protest,Lois Hanshaw,B-419280.4
https://www.gao.gov/docket/b-418828.4,"AECOM Management Services, Inc.",N00421-20-TO-0001,Department of the Navy : Naval Air Systems Command,B-418828.4,Sustained,"Mar 17, 2021","Dec 7, 2020","Mar 17, 2021",Bid Protest,Alexander O. Levine,"B-418828.4,B-418828.5,B-418828.6"
https://www.gao.gov/docket/b-419562.1,"Tribal EM, PLLC",75H71021R00002,Department of Health and Human Services : Indian Health Service,B-419562.1,Dismissed,"Mar 17, 2021","Feb 1, 2021","May 12, 2021",Bid Protest,Stephanie B. Magnell,
https://www.gao.gov/docket/b-418828.6,"AECOM Management Services, Inc.",N00421-20-TO-0001,Department of the Navy : Naval Air Systems Command,B-418828.6,Sustained,"Mar 17, 2021","Feb 3, 2021","May 14, 2021",Bid Protest,Alexander O. Levine,"B-418828.4,B-418828.5,B-418828.6"
https://www.gao.gov/docket/b-419615.2,"Export 220Volt, Inc.",FA564121A0011,Department of the Air Force,B-419615.2,Withdrawn,"Mar 17, 2021","Feb 25, 2021","Jun 7, 2021",Bid Protest,Christopher An,
https://www.gao.gov/docket/b-418828.5,"AECOM Management Services, Inc.",N00421-20-TO-0001,Department of the Navy : Naval Air Systems Command,B-418828.5,Sustained,"Mar 17, 2021","Jan 19, 2021","Apr 29, 2021",Bid Protest,Alexander O. Levine,"B-418828.4,B-418828.5,B-418828.6"
https://www.gao.gov/docket/b-418828.3,"PAE Aviation and Technical Services, LLC",N00421-20-TO-0001,Department of the Navy : Naval Air Systems Command,B-418828.3,Denied,"Mar 17, 2021","Dec 7, 2020","Mar 17, 2021",Bid Protest,Alexander O. Levine,B-418828.3
https://www.gao.gov/docket/b-419615.1,"Export 220Volt, Inc.",FA564121A0011,Department of the Air Force,B-419615.1,Withdrawn,"Mar 17, 2021","Feb 22, 2021","Apr 28, 2021",Bid Protest,Christopher An,
https://www.gao.gov/docket/b-419138.2,"Government Contracting Services, LLC",36C10F20R0065,Department of Veterans Affairs,B-419138.2,Denied,"Mar 17, 2021","Nov 12, 2020","Feb 22, 2021",Bid Protest: Reconsideration,John Sorrenti,B-419138.2
https://www.gao.gov/docket/b-417596.10,IBM Corporation,UNAWRD-19-R-UNIF,Department of the Army : U.S. Army Materiel Command,B-417596.10,Dismissed,"Mar 17, 2021","Jan 7, 2021","Apr 19, 2021",Bid Protest,Evan D. Wesser,B-417596.10
https://www.gao.gov/docket/b-419499.1,"CACI, Inc.-Federal",W52P1J-20-R-INC4,Department of the Army : U.S. Army Materiel Command,B-419499.1,Dismissed,"Mar 16, 2021","Dec 28, 2020","Apr 7, 2021",Bid Protest,Louis A. Chiarella,B-419499
https://www.gao.gov/docket/b-419605.1,R2C Technical Solutions,W31P4Q-20-R-0026,Department of the Army : U.S. Army Materiel Command,B-419605.1,Dismissed,"Mar 16, 2021","Feb 19, 2021","Jun 1, 2021",Bid Protest,Emily R. O'Hara,
https://www.gao.gov/docket/b-419610.1,"Talion Construction, LLC",36C25821B0001,Department of Veterans Affairs,B-419610.1,Dismissed,"Mar 16, 2021","Feb 22, 2021","Jun 2, 2021",Bid Protest,Hannah G. Barnes,
https://www.gao.gov/docket/b-419634.1,"Lawver Associates, Inc.",210413,Department of Health and Human Services : Centers for Medicare and Medicaid Services,B-419634.1,Dismissed,"Mar 16, 2021","Mar 1, 2021","Jun 9, 2021",Bid Protest,Young H. Cho,
https://www.gao.gov/docket/b-419604.1,"Southco Services, LLC",36C25021Q0328,Department of Veterans Affairs,B-419604.1,Dismissed,"Mar 16, 2021","Feb 19, 2021","Jun 1, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-419509.1,"Pathfinder Consultants, LLC",36C10B21R0007,Department of Veterans Affairs,B-419509.1,Denied,"Mar 15, 2021","Jan 7, 2021","Apr 19, 2021",Bid Protest,Todd C. Culliton,B-419509
https://www.gao.gov/docket/b-419614.1,Barbaricum LLC,19AQMM20Q0100,Department of State,B-419614.1,Dismissed,"Mar 15, 2021","Feb 22, 2021","Jun 2, 2021",Bid Protest,Todd C. Culliton,
https://www.gao.gov/docket/b-419113.7,"AeroSage, LLC",SPE60520R0228,Department of Defense : Defense Logistics Agency,B-419113.7,Denied,"Mar 15, 2021","Dec 23, 2020","Apr 2, 2021",Bid Protest: Reconsideration,Young H. Cho,"B-419113.6,B-419113.7"
https://www.gao.gov/docket/b-419602.1,"Chimes District of Columbia, Inc.",003ADV20R0198,Independent Agencies and Govt Corporations : U.S. AbilityOne Commission,B-419602.1,Withdrawn,"Mar 15, 2021","Feb 18, 2021","Jun 1, 2021",Bid Protest,Evan D. Wesser,
https://www.gao.gov/docket/b-419432.3,"MidAmerica Fab and Machine, LLC",SPE5E721P0454,Department of Defense : Defense Logistics Agency,B-419432.3,Denied,"Mar 15, 2021","Dec 17, 2020","Mar 29, 2021",Bid Protest: Entitlement,Jacob Talcott,B-419432.3
https://www.gao.gov/docket/b-419628.1,"B.L. Harbert International, LLC",19AQMM-20-R-0024,Department of State,B-419628.1,Dismissed,"Mar 15, 2021","Feb 26, 2021","Jun 7, 2021",Bid Protest,Evan D. Wesser,
https://www.gao.gov/docket/b-419576.1,"Global Asset Technologies, LLC",W911RQ20R0012,Department of the Army : U.S. Army Materiel Command,B-419576.1,Withdrawn,"Mar 15, 2021","Feb 8, 2021","May 19, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-419522.1,"Mission1st Group, Inc.",W52P1J-19-R-I3MP,Department of the Army : U.S. Army Materiel Command,B-419522.1,Denied,"Mar 15, 2021","Jan 12, 2021","Apr 22, 2021",Bid Protest,Scott H. Riback,B-419522
https://www.gao.gov/docket/b-419637.1,"Veterans Electric, LLC",36C25221R0049,Department of Veterans Affairs,B-419637.1,Withdrawn,"Mar 15, 2021","Mar 3, 2021","Jun 11, 2021",Bid Protest,Emily R. O'Hara,
https://www.gao.gov/docket/b-419205.3,BB Government Services Srl,FA568219RA0001,Department of the Air Force,B-419205.3,Denied,"Mar 15, 2021","Dec 9, 2020","Mar 19, 2021",Bid Protest,Kasia Dourney,B-419205.3
https://www.gao.gov/docket/b-419113.6,"AeroSage, LLC",SPE60520R0228,Department of Defense : Defense Logistics Agency,B-419113.6,Denied,"Mar 15, 2021","Dec 23, 2020","Apr 2, 2021",Bid Protest: Reconsideration,Young H. Cho,"B-419113.6,B-419113.7"
https://www.gao.gov/docket/b-419653.1,"Quality Coast, Inc.",W9124D21Q0018,Department of the Army,B-419653.1,Withdrawn,"Mar 15, 2021","Mar 9, 2021","Jun 17, 2021",Bid Protest,Tania Calhoun,
https://www.gao.gov/docket/b-419614.2,"MetroStar Systems, Inc.",19AQMM20Q0100,Department of State,B-419614.2,Dismissed,"Mar 15, 2021","Feb 22, 2021","Jun 2, 2021",Bid Protest,Todd C. Culliton,
https://www.gao.gov/docket/b-419624.1,"Coast to Coast Computer Products, Inc.",SP7000-21-R-1001,Department of Defense : Defense Logistics Agency,B-419624.1,Dismissed,"Mar 12, 2021","Feb 26, 2021","Jun 7, 2021",Bid Protest,Jonathan L. Kang,
https://www.gao.gov/docket/b-419589.1,"Go Time Travel and Tours, LLC",36C24921Q0025,Department of Veterans Affairs,B-419589.1,Withdrawn,"Mar 12, 2021","Feb 16, 2021","May 27, 2021",Bid Protest,Christopher An,
https://www.gao.gov/docket/b-419606.1,Rotair Aerospace Corporation,SPE4A5-21-T-0368,Department of Defense : Defense Logistics Agency,B-419606.1,Dismissed,"Mar 12, 2021","Feb 19, 2021","Jun 1, 2021",Bid Protest,Kasia Dourney,
https://www.gao.gov/docket/b-418773.4,"M6-Vets, LLC",9531CB19Q0112,Independent Agencies and Govt Corporations : Consumer Financial Protection Bureau,B-418773.4,Withdrawn,"Mar 12, 2021","Feb 1, 2021","May 12, 2021",Bid Protest,Glenn G. Wolcott,
https://www.gao.gov/docket/b-419639.1,Hourigan Construction Corporation,N40085-21-R-2507,Department of the Navy : Naval Facilities Engineering Command,B-419639.1,Dismissed,"Mar 12, 2021","Mar 4, 2021","Jun 14, 2021",Bid Protest,Evan D. Wesser,
https://www.gao.gov/docket/b-418531.2,"Belt Built CFM, JV",47PH0818R0004,Independent Agencies and Govt Corporations : Public Buildings Service,B-418531.2,Dismissed,"Mar 12, 2021","Feb 26, 2021","Jun 7, 2021",Bid Protest,April Y. Shields,
https://www.gao.gov/docket/b-418510.4,SOC LLC,89303318REM000015,Department of Energy,B-418510.4,Dismissed,"Mar 12, 2021","Feb 22, 2021","Jun 2, 2021",Bid Protest,Stephanie B. Magnell,
https://www.gao.gov/docket/b-419459.1,"APT Research, Inc.",HQ0858-20-R-0003,Department of Defense : Missile Defense Agency,B-419459.1,Denied,"Mar 12, 2021","Dec 7, 2020","Mar 17, 2021",Bid Protest,Heather Weiner,B-419459
https://www.gao.gov/docket/b-418726.4,"People, Technology and Processes, LLC",W9124L-20-R-0016,Department of the Army,B-418726.4,Dismissed,"Mar 11, 2021","Feb 22, 2021","Jun 2, 2021",Bid Protest,Raymond Richards,
https://www.gao.gov/docket/b-419563.2,"OSCTech, LLC",N3943019R2126,Department of the Navy : Naval Facilities Engineering Command,B-419563.2,Dismissed,"Mar 11, 2021","Feb 1, 2021","May 12, 2021",Bid Protest,Christopher Alwood,
https://www.gao.gov/docket/b-419563.1,Soliel LLC,N3943019R2126,Department of the Navy : Naval Facilities Engineering Command,B-419563.1,Dismissed,"Mar 11, 2021","Feb 1, 2021","May 12, 2021",Bid Protest,Christopher Alwood,
https://www.gao.gov/docket/b-419635.1,"Orbital Effects, Inc.",N/A,Department of Defense : National Reconnaissance Office,B-419635.1,Dismissed,"Mar 11, 2021","Mar 1, 2021","Jun 9, 2021",Bid Protest,Michael P. Grogan,
https://www.gao.gov/docket/b-419019.4,Elemental Innovation d/b/a Halo Maritime Defense System,N00024-20-R-6303,Department of the Navy : Naval Sea Systems Command,B-419019.4,Granted,"Mar 11, 2021","Nov 30, 2020","Mar 10, 2021",Bid Protest: Entitlement,Stephanie B. Magnell,B-419019.4
https://www.gao.gov/docket/b-419563.3,"DT Professional Services, LLC",N3943019R2126,Department of the Navy : Naval Facilities Engineering Command,B-419563.3,Dismissed,"Mar 11, 2021","Feb 4, 2021","May 17, 2021",Bid Protest,Christopher Alwood,
https://www.gao.gov/docket/b-417500.17,"CounterTrade Products, Inc.",47QTCA-19-Q-0009,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-417500.17,Dismissed,"Mar 11, 2021","Mar 1, 2021","Jun 9, 2021",Bid Protest,Glenn G. Wolcott,
https://www.gao.gov/docket/b-417500.16,"Blue Tech, Inc.",47QTCA-19-Q-0009,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-417500.16,Dismissed,"Mar 11, 2021","Mar 1, 2021","Jun 9, 2021",Bid Protest,Glenn G. Wolcott,
https://www.gao.gov/docket/b-419579.1,"Veterans4You, LLC",540-152,Legislative Agencies : Government Publishing Office,B-419579.1,Dismissed,"Mar 11, 2021","Feb 10, 2021","May 21, 2021",Bid Protest,Scott H. Riback,
https://www.gao.gov/docket/b-419536.1,"Global-PPE, Inc.",15BFA021QWNP10709,Department of Justice : Bureau of Prisons,B-419536.1,Denied,"Mar 10, 2021","Jan 19, 2021","Apr 29, 2021",Bid Protest,Emily R. O'Hara,B-419536
https://www.gao.gov/docket/b-419591.1,"AVCOR Construction & Consulting, LLC",W9127S20R0003,Department of the Army : Corps of Engineers,B-419591.1,Dismissed,"Mar 10, 2021","Feb 16, 2021","May 27, 2021",Bid Protest,Todd C. Culliton,
https://www.gao.gov/docket/b-418380.4,"Cotton & Company, LLP",80HQTR19Q0006,Independent Agencies and Govt Corporations : National Aeronautics and Space Administration,B-418380.4,Denied,"Mar 10, 2021","Nov 30, 2020","Mar 10, 2021",Bid Protest,Katherine I. Riback,B-418380.4
https://www.gao.gov/docket/b-419480.2,Maritime Institute of Technology and Graduate Studies,N61340-20-R-0116,Department of the Navy : Naval Air Systems Command,B-419480.2,Dismissed,"Mar 10, 2021","Jan 25, 2021","May 5, 2021",Bid Protest,Heather Self,
https://www.gao.gov/docket/b-418797.3,"Iron Mountain Information Management, LLC",36C10E20Q0090,Department of Veterans Affairs,B-418797.3,Dismissed,"Mar 9, 2021","Jan 25, 2021","May 5, 2021",Bid Protest,Mary G. Curcio,
https://www.gao.gov/docket/b-418797.2,"Iron Mountain Information Management, LLC",36C10E20Q0090,Department of Veterans Affairs,B-418797.2,Dismissed,"Mar 9, 2021","Dec 14, 2020","Mar 24, 2021",Bid Protest,Mary G. Curcio,
https://www.gao.gov/docket/b-419049.4,"ICF Incorporated, LLC",RFQ1422996,Department of the Army : U.S. Army Materiel Command,B-419049.4,Denied,"Mar 9, 2021","Jan 11, 2021","Apr 21, 2021",Bid Protest,Raymond Richards,"B-419049.3,B-419049.4"
https://www.gao.gov/docket/b-419626.1,ENPAC LLC,SPE4A6-21-Q-0533,Department of Defense : Defense Logistics Agency,B-419626.1,Dismissed,"Mar 9, 2021","Feb 26, 2021","Jun 7, 2021",Bid Protest,Louis A. Chiarella,
https://www.gao.gov/docket/b-419049.3,"ICF Incorporated, LLC",RFQ1422996,Department of the Army : U.S. Army Materiel Command,B-419049.3,Denied,"Mar 9, 2021","Nov 30, 2020","Mar 10, 2021",Bid Protest,Raymond Richards,"B-419049.3,B-419049.4"
https://www.gao.gov/docket/b-419616.2,"Excalibur Healthcare, PA",HT001520R0063,Department of Defense : Defense Health Agency,B-419616.2,Dismissed,"Mar 8, 2021","Mar 1, 2021","Jun 9, 2021",Bid Protest,Alexander O. Levine,
https://www.gao.gov/docket/b-419548.2,"NMS Management, Inc.",N0024421R0008,Department of the Navy : Naval Supply Systems Command,B-419548.2,Dismissed,"Mar 8, 2021","Feb 12, 2021","May 24, 2021",Bid Protest,Paula A. Williams,
https://www.gao.gov/docket/b-419616.2,"Excalibur Healthcare, PA",HT001520R0063,Department of Defense : Defense Health Agency,B-419616.2,Dismissed,"Mar 8, 2021","Mar 1, 2021","Jun 9, 2021",Bid Protest,Alexander O. Levine,
https://www.gao.gov/docket/b-419548.2,"NMS Management, Inc.",N0024421R0008,Department of the Navy : Naval Supply Systems Command,B-419548.2,Dismissed,"Mar 8, 2021","Feb 12, 2021","May 24, 2021",Bid Protest,Paula A. Williams,
https://www.gao.gov/docket/b-419467.2,"VxL Enterprises, LLC",70RFP420RE7000009,Department of Homeland Security : Federal Protective Service,B-419467.2,Denied,"Mar 8, 2021","Dec 14, 2020","Mar 24, 2021",Bid Protest,Kenneth Kilgour,B-419467.2
https://www.gao.gov/docket/b-419616.1,"Excalibur Healthcare, PA",HT001520R0063,Department of Defense : Defense Health Agency,B-419616.1,Dismissed,"Mar 8, 2021","Feb 23, 2021","Jun 3, 2021",Bid Protest,Alexander O. Levine,
https://www.gao.gov/docket/b-419573.1,"Betty Foster Roofing, LLC",36C77621R0023,Department of Veterans Affairs,B-419573.1,Dismissed,"Mar 8, 2021","Feb 8, 2021","May 19, 2021",Bid Protest,Paula A. Williams,
https://www.gao.gov/docket/b-419540.1,"Alithos Anesti, LLC",009-JG-AL111755,Department of the Army,B-419540.1,Dismissed,"Mar 5, 2021","Jan 21, 2021","May 3, 2021",Bid Protest,April Y. Shields,
https://www.gao.gov/docket/b-419560.2,Northrop Grumman Systems Corporation-  Mission Systems,N00019-19-R-0069,Department of the Navy : Naval Air Systems Command,B-419560.2,Dismissed,"Mar 5, 2021","Mar 1, 2021","Jun 9, 2021",Bid Protest,Sarah T. Zaffina,
https://www.gao.gov/docket/b-418405.5,"Lamb Informatics, Ltd.",ID11190052,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-418405.5,Denied,"Mar 5, 2021","Dec 4, 2020","Mar 15, 2021",Bid Protest,Christopher Alwood,"B-418405.5,B-418405.6"
https://www.gao.gov/docket/b-419560.1,Northrop Grumman Systems Corporation-  Mission Systems,N00019-19-R-0069,Department of the Navy : Naval Air Systems Command,B-419560.1,Dismissed,"Mar 5, 2021","Feb 1, 2021","May 12, 2021",Bid Protest,Sarah T. Zaffina,
https://www.gao.gov/docket/b-419428.5,"Strategic Resolution Experts, Inc.",70FA4020Q00000004,Department of Homeland Security : Federal Emergency Management Agency,B-419428.5,Dismissed,"Mar 5, 2021","Feb 19, 2021","Jun 1, 2021",Bid Protest,Mary G. Curcio,
https://www.gao.gov/docket/b-418405.6,"Lamb Informatics, Ltd.",ID11190052,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-418405.6,Denied,"Mar 5, 2021","Jan 8, 2021","Apr 19, 2021",Bid Protest,Christopher Alwood,"B-418405.5,B-418405.6"
https://www.gao.gov/docket/b-419557.1,Northrop Grumman Systems Corporation-  Mission Systems,N00019-19-R-0069-A,Department of the Navy : Naval Air Systems Command,B-419557.1,Dismissed,"Mar 5, 2021","Feb 1, 2021","May 12, 2021",Bid Protest,Sarah T. Zaffina,
https://www.gao.gov/docket/b-419460.2,"Creoal Consulting, LLC",70RDAD19Q00000101,Department of Homeland Security,B-419460.2,Denied,"Mar 4, 2021","Jan 19, 2021","Apr 29, 2021",Bid Protest,Michael P. Grogan,"B-419460,B-419460.2"
https://www.gao.gov/docket/b-419445.1,Omni2Max,N32205-18-R-4041,Department of the Navy : Military Sealift Command,B-419445.1,Denied,"Mar 4, 2021","Nov 30, 2020","Mar 10, 2021",Bid Protest,Michael Willems,B-419445
https://www.gao.gov/docket/b-419570.1,Rotair Aerospace Corporation,SPE4A7-21-T-2716,Department of Defense : Defense Logistics Agency,B-419570.1,Dismissed,"Mar 4, 2021","Feb 4, 2021","May 17, 2021",Bid Protest,April Y. Shields,B-419570
https://www.gao.gov/docket/b-419609.1,OSEMI Inc.,TJ12112020P,University of California Santa Barbara,B-419609.1,Dismissed,"Mar 4, 2021","Feb 22, 2021","Jun 2, 2021",Bid Protest,Heather Self,
https://www.gao.gov/docket/b-419088.2,Navarre Corporation,36C24620Q0421,Department of Veterans Affairs,B-419088.2,Denied,"Mar 4, 2021","Dec 10, 2020","Mar 22, 2021",Bid Protest,Emily R. O'Hara,B-419088.2
https://www.gao.gov/docket/b-419460.1,"Creoal Consulting, LLC",70RDAD19Q00000101,Department of Homeland Security,B-419460.1,Denied,"Mar 4, 2021","Dec 7, 2020","Mar 17, 2021",Bid Protest,Michael P. Grogan,"B-419460,B-419460.2"
https://www.gao.gov/docket/b-419547.1,"Kearney & Company, PC",ID04200101,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-419547.1,Dismissed,"Mar 3, 2021","Jan 27, 2021","May 7, 2021",Bid Protest,Jonathan L. Kang,
https://www.gao.gov/docket/b-419513.1,Murray-Benjamin Electric Company,SPE7M2-21-T-0097,Department of Defense : Defense Logistics Agency,B-419513.1,Dismissed,"Mar 3, 2021","Jan 8, 2021","Apr 19, 2021",Bid Protest,Hannah G. Barnes,
https://www.gao.gov/docket/b-419619.1,"WithHealth, Inc.",N68520-21-B-0001,Department of the Navy : Naval Air Systems Command,B-419619.1,Withdrawn,"Mar 3, 2021","Feb 25, 2021","Jun 7, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-419574.1,Vantex Service Corporation,W911SG21Q0019,Department of the Army,B-419574.1,Withdrawn,"Mar 3, 2021","Feb 8, 2021","May 19, 2021",Bid Protest,Louis A. Chiarella,
https://www.gao.gov/docket/b-418921.4,"Tri Management Solutions I, LLC",W91QF520R0002,Department of the Army,B-418921.4,Withdrawn,"Mar 3, 2021","Feb 18, 2021","Jun 1, 2021",Bid Protest,Jacob Talcott,
https://www.gao.gov/docket/b-419587.1,"NCS Technologies, Inc.",RFQ-171706,Department of Health and Human Services : Food and Drug Administration,B-419587.1,Withdrawn,"Mar 3, 2021","Feb 12, 2021","May 24, 2021",Bid Protest,Hannah G. Barnes,
https://www.gao.gov/docket/b-419631.1,"W&K Container, Inc.",SPE8ED-21-Q-0390,Department of Defense : Defense Logistics Agency,B-419631.1,Withdrawn,"Mar 3, 2021","Feb 26, 2021","Jun 7, 2021",Bid Protest,Christopher Alwood,
https://www.gao.gov/docket/b-419456.1,"D&S Welding & Equipment, Inc.",W90FYQ-09-D-0006,Department of the Army,B-419456.1,Dismissed,"Mar 3, 2021","Dec 3, 2020","Mar 15, 2021",Bid Protest,Christopher An,
